name,id,race,flavors1,flavors2,flavors3,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5,negativeeffects1,negativeeffects2,negativeeffects3,negativeeffects4,negativeeffects5,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
Corleone Kush,601,indica,Skunk,Earthy,Spicy/Herbal,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Spasticity,Muscle Spasms
Cornbread,602,indica,Lemon,Citrus,Earthy,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Cosmic Collision,603,sativa,Sweet,Earthy,Minty,Euphoric,Happy,Energetic,Talkative,Uplifted,,,,,,,,,,,
Cotton Candy Kush,604,hybrid,Sweet,Flowery,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Cotton Purple Chem,605,hybrid,Sweet,Earthy,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Stress,Fatigue,Headaches,Muscle Spasms,
Cracker Jack,606,sativa,Sweet,Earthy,Woody,Creative,Energetic,Uplifted,Focused,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Crater Lake,607,hybrid,Citrus,Pine,Pungent,Relaxed,Euphoric,Happy,Talkative,Uplifted,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Crazy Miss Hyde,608,hybrid,Sweet,Vanilla,Butter,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Pain,Nausea,Eye Pressure,Inflammation,
Cream Caramel,609,indica,Sweet,Earthy,Honey,Relaxed,Euphoric,Happy,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Crimea Blue,610,hybrid,Blueberry,Pine,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Eye Pressure,
Critical 47,611,hybrid,Honey,Skunk,Pungent,Relaxed,Happy,Creative,Sleepy,Giggly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Stress,Cramps,Inflammation,
Critical Bilbo,612,hybrid,Tobacco,Cheese,Pepper,Relaxed,Euphoric,Happy,Talkative,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Stress,Inflammation,Spasticity,
Critical Cheese,613,hybrid,Cheese,Pungent,Earthy,Hungry,Euphoric,Creative,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Critical Haze,614,hybrid,Citrus,Spicy/Herbal,Earthy,Relaxed,Happy,Uplifted,Aroused,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Critical Hog,615,indica,Earthy,Pungent,Flowery,Relaxed,Hungry,Happy,Uplifted,,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Critical Jack,616,hybrid,Citrus,Lemon,Pine,Relaxed,Euphoric,Happy,Creative,Focused,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Critical Kali Mist,617,sativa,Pine,Sweet,Earthy,Euphoric,Happy,Creative,Uplifted,Focused,Dizzy,Dry Mouth,,,,Depression,Stress,Fatigue,Inflammation,Muscle Spasms,
Critical Kush,618,indica,Earthy,Pungent,Woody,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Critical Mass,619,indica,Earthy,Sweet,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Critical Plus,620,hybrid,Pungent,Woody,Pine,Relaxed,Euphoric,Happy,Creative,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Stress,Nausea,Headache,Headaches
Critical Plus 2.0,621,indica,Skunk,Lemon,Pungent,Relaxed,Euphoric,Uplifted,Tingly,Giggly,,,,,,Fatigue,,,,,
Critical Sensi Star,622,indica,Sweet,Tree Fruit,Citrus,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Cramps,Muscle Spasms,
Critical Widow,624,hybrid,Citrus,Sweet,Pungent,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,,,,,Depression,Pain,Stress,Cramps,Inflammation,
Critters Cookies,625,hybrid,Earthy,Lemon,Pungent,Relaxed,Happy,Uplifted,Giggly,,Dry Mouth,,,,,Depression,Pain,Stress,,,
Crosswalker,627,indica,Blueberry,Pine,Earthy,Relaxed,Euphoric,Happy,Uplifted,,Dry Eyes,,,,,Depression,Pain,Nausea,Eye Pressure,Inflammation,
Crouching Tiger Hidden Alien,628,indica,Pine,Earthy,Spicy/Herbal,Relaxed,Euphoric,Happy,Creative,Sleepy,Dry Mouth,,,,,Pain,Stress,Nausea,Inflammation,Muscle Spasms,
Crown OG,629,indica,Diesel,Chemical,Pepper,Relaxed,Hungry,Euphoric,Happy,Tingly,,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Crown Royale,630,indica,Sweet,Pungent,Flowery,Relaxed,Euphoric,Happy,Focused,Aroused,Dry Mouth,,,,,Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms,
Crunch Berry Kush,631,hybrid,Berry,Sweet,Lemon,Relaxed,Euphoric,Happy,Focused,,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Nausea,
Crypt,632,hybrid,Sweet,Cheese,Lemon,Relaxed,Euphoric,Happy,Focused,Giggly,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Headaches,
Crystal Coma,633,sativa,Earthy,Citrus,Sweet,Euphoric,Happy,Creative,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Headaches,
Crystal Gayle,634,hybrid,Earthy,Diesel,Skunk,Hungry,Euphoric,Happy,Creative,Focused,Dry Mouth,,,,,Muscle Spasms,,,,,
Crystalberry,635,indica,Sweet,Berry,Blueberry,Relaxed,Hungry,Sleepy,Giggly,Aroused,Dry Eyes,,,,,Insomnia,Pain,Stress,Nausea,Headaches,
Cuvee,636,indica,Citrus,Flowery,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Anxious,,,,,Depression,Pain,Stress,Cramps,Headaches,
DJ Short Blueberry,638,indica,Blueberry,Sweet,Berry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
DJ Smoke,639,hybrid,Sweet,Lavender,Pungent,Relaxed,Euphoric,Focused,,,Dry Mouth,Dry Eyes,,,,,,,,,
Dairy Queen,640,hybrid,Cheese,Sweet,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Dakini  Kush,641,indica,Coffee,Berry,Earthy,Relaxed,Euphoric,Happy,Sleepy,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Eye Pressure,
Damn Sour,642,sativa,Earthy,Sweet,Citrus,Hungry,Euphoric,Happy,Creative,Energetic,,,,,,Depression,Pain,Cramps,Nausea,Headaches,
Damnesia,643,hybrid,Pepper,Spicy/Herbal,Earthy,Relaxed,Happy,Energetic,Talkative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Dance World,644,sativa,Flowery,Pungent,Citrus,Relaxed,Happy,Energetic,Talkative,Uplifted,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Inflammation,
Dancehall,645,hybrid,Earthy,Sweet,Spicy/Herbal,Relaxed,Happy,Creative,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Cramps,Inflammation,
Dank Schrader,646,indica,Tropical,Pine,Earthy,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Dank Sinatra,647,hybrid,Berry,Blue Cheese,Diesel,Relaxed,Euphoric,Happy,Sleepy,Focused,,,,,,Depression,Fatigue,,,,
Danky Doodle,648,indica,Honey,Pungent,Skunk,Relaxed,Euphoric,Happy,Talkative,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Dark Blue Dream,649,hybrid,Sweet,Berry,Earthy,Relaxed,Euphoric,Happy,Energetic,Uplifted,,,,,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Dark Side of the Moon,650,indica,Earthy,Berry,Spicy/Herbal,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headaches,
Dark Star,651,indica,Earthy,Woody,Pine,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Darkside OG,652,indica,Earthy,Sweet,Lemon,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Fatigue,Eye Pressure,Muscle Spasms,
Darth Vader OG,653,indica,Grape,Earthy,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Dawg's Waltz,654,hybrid,Skunk,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Fatigue,Muscle Spasms,
Dawgfather OG,655,hybrid,Chemical,Pepper,Pungent,Relaxed,Sleepy,,,,,,,,,Insomnia,Pain,,,,
Day Tripper,656,hybrid,Butter,Citrus,Earthy,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,,,,Insomnia,Pain,Nausea,Fatigue,Muscle Spasms,
Deadhead OG,657,hybrid,Earthy,Pungent,Diesel,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Deadwood,658,indica,Berry,Earthy,Lavender,Relaxed,Creative,Sleepy,Focused,,Dry Mouth,,,,,Pain,Stress,Muscle Spasms,,,
Death Bubba,659,indica,Pungent,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Death Star,660,indica,Earthy,Diesel,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Death Star OG,661,indica,Earthy,Sweet,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Deep Cheese,662,hybrid,Cheese,Pungent,Skunk,Relaxed,Happy,Uplifted,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Cramps,Lack of Appetite,Nausea,Fatigue,,
Deep Chunk,663,indica,Earthy,Plum,Ammonia,Relaxed,Euphoric,Happy,Creative,Sleepy,Dry Mouth,,,,,Insomnia,Pain,Stress,Fatigue,Eye Pressure,
Deep Purple,664,indica,Grape,Earthy,Ammonia,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Deep Sleep,665,indica,Sweet,Pungent,Diesel,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
DelaHaze,666,sativa,Citrus,Lemon,Mango,Euphoric,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Fatigue,Inflammation
Denver Maple,667,indica,Sweet,Earthy,Pine,Relaxed,Happy,Uplifted,Sleepy,Giggly,Dry Eyes,,,,,Depression,Stress,Cramps,Headaches,Eye Pressure,
Desert Star,668,hybrid,Earthy,,,Hungry,Creative,Tingly,Sleepy,,Dry Mouth,,,,,Depression,Pain,Stress,Nausea,Spasticity,
Destroyer,669,sativa,Lavender,Flowery,Sweet,Euphoric,Happy,Energetic,Uplifted,Giggly,,,,,,Depression,Insomnia,Stress,Cramps,Fatigue,
Devil Fruit,670,indica,Pepper,Woody,Spicy/Herbal,Relaxed,Euphoric,Happy,Focused,,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Spasticity,
Devil's Tit,671,sativa,Nutty,Pepper,Pine,Relaxed,Euphoric,Creative,Energetic,Focused,Paranoid,Anxious,,,,Depression,Lack of Appetite,Fatigue,Headaches,Inflammation,
Diablo,672,indica,Earthy,Spicy/Herbal,Pungent,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Diamond OG,673,indica,Pine,Woody,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Diamond Valley Kush,675,hybrid,Earthy,Spicy/Herbal,Pungent,Relaxed,Happy,Creative,Energetic,Focused,Anxious,,,,,Depression,Stress,Cramps,Fatigue,Eye Pressure,
Diesel Duff,676,hybrid,Flowery,Honey,Skunk,Euphoric,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
Dieseltonic,677,hybrid,Diesel,Earthy,Woody,Relaxed,Sleepy,Focused,Giggly,,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Headaches,Inflammation,
Digweed,678,indica,Earthy,Skunk,Pungent,Relaxed,Happy,Creative,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Cramps,Inflammation,
Dinachem,679,hybrid,Diesel,Pungent,Tropical,Relaxed,Euphoric,Energetic,Talkative,Uplifted,,,,,,Depression,Stress,,,,
Dirty Girl,680,sativa,Sweet,Flowery,Pine,Euphoric,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Eye Pressure,
Dirty Widow,682,hybrid,Sweet,Earthy,Pungent,Hungry,Euphoric,Energetic,Uplifted,,Dry Mouth,Dry Eyes,,,,Depression,Stress,Lack of Appetite,Fatigue,,
Disney Blue,683,hybrid,Blueberry,Pungent,Berry,Euphoric,Happy,Creative,Energetic,Uplifted,Dry Mouth,,,,,Depression,Stress,Fatigue,Headaches,Inflammation,
Dizzy OG,684,hybrid,Earthy,Woody,Berry,Relaxed,Euphoric,Creative,Talkative,Giggly,,,,,,Depression,Insomnia,Stress,Cramps,Nausea,
Django,685,sativa,Earthy,Sweet,Pungent,Euphoric,Happy,Energetic,Talkative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Stress,Fatigue,Muscle Spasms,
Do-Si-Dos,687,indica,Earthy,Sweet,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Doctor Doctor,688,sativa,Citrus,Flowery,Strawberry,Relaxed,Happy,Uplifted,Focused,Aroused,Dry Eyes,,,,,Pain,Nausea,Headaches,Inflammation,Muscle Spasms,
Dog Shit,689,hybrid,Earthy,Pungent,Berry,Relaxed,Euphoric,Creative,Energetic,,Dry Mouth,Paranoid,Anxious,,,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
Dogwalker OG,690,hybrid,Earthy,Pungent,Diesel,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Dolla Sign OG Kush,691,indica,Flowery,Pungent,Sweet,Creative,Energetic,,,,Dry Mouth,Dry Eyes,Anxious,,,Fatigue,,,,,
Don Shula,693,hybrid,Citrus,Pungent,Tropical,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,,,,,Depression,Stress,Fatigue,Headaches,,
Donegal,694,hybrid,Earthy,Woody,Pungent,Relaxed,Euphoric,Energetic,Talkative,,Anxious,,,,,Depression,Insomnia,Stress,Fatigue,,
Donna OG,695,hybrid,Pungent,Skunk,Sweet,Relaxed,Euphoric,Creative,Energetic,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Doobiebird Daydream,696,hybrid,Blueberry,Earthy,Pine,Relaxed,Euphoric,Creative,Uplifted,,Dry Mouth,,,,,Headaches,Eye Pressure,,,,
Doox,697,sativa,Citrus,Lemon,Lime,Euphoric,Happy,Energetic,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Dopium,698,hybrid,Pine,Pungent,Earthy,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Nausea,Headache,Headaches
Dorit,699,indica,Cheese,Earthy,Minty,Relaxed,Euphoric,Uplifted,Focused,Giggly,Dry Eyes,,,,,Pain,Stress,Inflammation,,,
Double Barrel OG,700,hybrid,Earthy,,,Relaxed,Euphoric,Creative,Focused,,Dry Mouth,Paranoid,Anxious,,,Depression,Headache,,,,
Double Diesel,701,sativa,Diesel,Lime,Citrus,Relaxed,Happy,Creative,Energetic,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Stress,Lack of Appetite,Headache,Headaches
Double Dream,702,hybrid,Berry,Sweet,Flowery,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Double Dutch,703,hybrid,Tar,Earthy,Sweet,Hungry,Euphoric,Happy,Uplifted,,Dry Mouth,,,,,Depression,Stress,Lack of Appetite,Nausea,Inflammation,
Double OG,705,indica,Earthy,Skunk,Woody,Relaxed,Happy,Creative,Talkative,Focused,Dizzy,Dry Mouth,,,,Insomnia,Pain,Headache,Headaches,Eye Pressure,Muscle Spasms
Double Purple Doja,706,indica,Earthy,Grape,Pungent,Relaxed,Creative,Sleepy,,,Dry Mouth,Anxious,,,,Pain,Stress,Headaches,Inflammation,Muscle Spasms,
Double Tangie Banana,707,hybrid,Citrus,Orange,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headaches,
Dr. Feelgood,710,hybrid,Earthy,Woody,Nutty,Relaxed,Euphoric,Happy,Creative,Focused,,,,,,Depression,Insomnia,Stress,Cramps,Eye Pressure,
Dr. Funk,711,indica,Earthy,Lemon,Citrus,Relaxed,Euphoric,Happy,Creative,Tingly,Dry Mouth,,,,,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
Dr. Grinspoon,712,sativa,Spicy/Herbal,Citrus,Lemon,Euphoric,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Dr. Who,713,hybrid,Earthy,Citrus,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Dragon OG,714,hybrid,Berry,Lemon,Spicy/Herbal,Relaxed,Happy,Energetic,Uplifted,Aroused,,,,,,Depression,Stress,Spasticity,,,
Dragon's Breath,715,hybrid,Skunk,Earthy,Spicy/Herbal,Relaxed,Happy,Talkative,Focused,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Dreadlock,716,hybrid,Earthy,Diesel,Pine,Relaxed,Happy,Creative,Energetic,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,,,
Dream Beaver,717,sativa,Pineapple,Woody,Earthy,Creative,Energetic,Talkative,Uplifted,,Dry Mouth,Dry Eyes,,,,Pain,Fatigue,Spasticity,Seizures,Muscle Spasms,
Dream Berry,718,indica,Berry,Sweet,Grapefruit,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Nausea,
Dream Lotus,719,hybrid,Spicy/Herbal,Woody,Apple,Relaxed,Euphoric,Happy,Uplifted,,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headaches,
Dream Police,720,hybrid,Earthy,Berry,,Relaxed,Happy,Energetic,Uplifted,Aroused,,,,,,Depression,Insomnia,Pain,Stress,Inflammation,
Dream Queen,721,hybrid,Sweet,Flowery,Earthy,Relaxed,Euphoric,Happy,Uplifted,Aroused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
Dream Star,722,hybrid,Earthy,Pungent,Sage,Euphoric,Happy,Creative,Talkative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,,,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
Dreamers Glass,723,hybrid,Earthy,Skunk,Sweet,Relaxed,Hungry,Creative,Talkative,Uplifted,Dry Mouth,Paranoid,Anxious,,,Depression,Lack of Appetite,Fatigue,Seizures,Muscle Spasms,
Drizella,724,sativa,Earthy,Pungent,Sweet,Euphoric,Happy,Energetic,Uplifted,Giggly,,,,,,Depression,Stress,Cramps,Fatigue,Headaches,
Duke Nukem,725,hybrid,Sweet,Pungent,Flowery,Happy,Creative,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Durban Berry,726,hybrid,Berry,Blueberry,Pine,Relaxed,Happy,Creative,Energetic,Focused,,,,,,Depression,Stress,Lack of Appetite,Headaches,Eye Pressure,
Durban Cheese,727,hybrid,Cheese,Blue Cheese,Earthy,Relaxed,Hungry,Euphoric,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Cramps,Nausea,Headache,Fatigue
Durban Cookies,728,sativa,Sweet,Earthy,Minty,Relaxed,Happy,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headaches,Inflammation,
Durban Poison,729,sativa,Earthy,Sweet,Pine,Euphoric,Happy,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Fatigue,Headaches
Durga Mata,730,indica,Earthy,Minty,Pungent,Relaxed,Happy,Talkative,Sleepy,Giggly,,,,,,Stress,Lack of Appetite,Nausea,Headaches,Inflammation,
Dutch Crunch,731,hybrid,Citrus,Pine,,Relaxed,Hungry,Tingly,Focused,Aroused,Dry Mouth,,,,,Depression,Stress,Lack of Appetite,,,
Dutch Dragon,732,sativa,Citrus,Sweet,Flowery,Euphoric,Happy,Energetic,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
Dutch Hawaiian,733,sativa,Citrus,Sweet,Tropical,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Stress,Lack of Appetite,Nausea,Headache,Fatigue
Dutch Haze,734,sativa,Citrus,Earthy,,Happy,Creative,Energetic,Focused,Aroused,Dry Mouth,,,,,,,,,,
Dutch Kush,735,indica,Skunk,Spicy/Herbal,Tropical,Relaxed,Hungry,Euphoric,Sleepy,Giggly,,,,,,Depression,Insomnia,Stress,Lack of Appetite,,
Dutch Queen,736,hybrid,Sweet,Pine,Woody,Relaxed,Euphoric,Happy,Energetic,,Dry Mouth,Dry Eyes,,,,Depression,Stress,Headache,Fatigue,Headaches,Eye Pressure
Dutch Thunder Fuck,737,hybrid,Earthy,Citrus,Lemon,Euphoric,Happy,Creative,Talkative,Uplifted,,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Dutch Treat,738,hybrid,Earthy,Sweet,Pine,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Dutch Treat Haze,739,hybrid,Sweet,Earthy,Citrus,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Inflammation,
Dutchberry,740,hybrid,Berry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headaches,
Dynamite,741,indica,Citrus,Grapefruit,Earthy,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Cramps,Headache,Inflammation
Early Girl,742,indica,Earthy,Sweet,Pine,Relaxed,Happy,Creative,Talkative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Early Miss,743,hybrid,Pepper,Ammonia,Chemical,Relaxed,Euphoric,Creative,Aroused,,Anxious,,,,,Depression,Lack of Appetite,,,,
Early Pearl,744,sativa,Sweet,Ammonia,,Relaxed,Hungry,Happy,Talkative,,Dry Mouth,,,,,Nausea,Eye Pressure,,,,
Early Skunk,745,hybrid,Skunk,Flowery,Pungent,Relaxed,Euphoric,Happy,Energetic,Focused,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Eye Pressure,
Earth OG,746,hybrid,Earthy,Spicy/Herbal,Woody,Happy,Creative,Talkative,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Earthquake,747,hybrid,Earthy,Skunk,Woody,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Earthshaker OG,748,hybrid,Earthy,,,Euphoric,Happy,Creative,Energetic,Aroused,Dizzy,,,,,Insomnia,Pain,Lack of Appetite,Nausea,Headaches,
East Coast Alien,749,sativa,Diesel,Chemical,Earthy,Euphoric,Creative,Energetic,Uplifted,Focused,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
East Coast Sour Diesel,750,sativa,Diesel,Citrus,Pungent,Euphoric,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Eye Pressure,
